id_festival,site_internet_festival,adresse_mail_festival
5266,http://badger-festival.fr,contact.associationbadger@gmail.com
5848,https://www.dessinator.fr,jean-luc.rochefort@wanadoo.fr
2880,https://papillonsdenuit.com/,pom@papillonsdenuit.com
346,https://biblio.manche.fr/,
848,https://artplume.org,communication@artplume.org
3558,https://www.lesrendezvoussoniques.com/,contact@lenormandy.net
5500,https://www.facebook.com/Les-Nuits-du-Blues-106546994997608/,
6868,https://www.manche.fr/culture/,culture@manche.fr
760,,
3048,https://2sdr.fr,communication@2sdr.fr
5675,https://www.facebook.com/Ancres-Encres-783429081750944/?ref=pages_you_manage,ancresetencres1@gmail.com
5345,https://www.rlchouettes.fr,rlc50@free.fr
1139,https://usine-utopik.com,usineutopik@gmail.com
5950,https://ausondeuhlo.wordpress.com/,ausondeuhlo@yahoo.fr
4866,https://grv.label-plante.com,labelplanteasso@gmail.com
530,https://www.lespluiesdejuillet.org,matthieu@lespluiesdejuillet.org
1973,https://www.lapouledeschamps.com,contact@lapouledeschamps.com
4125,,info@ccgvm.com
4305,,direction@mjc-ay.com
2494,https://www.chantmorin.com,chant.morin@wanadoo.fr
1936,,cecile.camilleri@marne.fr
2653,https://www.musiques-ici-ailleurs.com,communication@musiques-ici-ailleurs.com
2909,https://www.foireenscene.fr,
3468,,furieusement@furies.fr
4706,https://waronscreen.com/fr,info@waronscreen.com
5396,,contact@rockenstock-asso.com
6201,https://www.musiques-ici-ailleurs.com/mia3j/,communication@musiques-ici-ailleurs.com
6758,https://www.furies.fr,communication@furies.fr
6759,,dir@la-comete.fr
7026,http://www.interbibly.fr/Festival,contact@interbibly.fr
4947,https://www.courzik.fr,info@courzik.fr
2510,,cordisetorgano@gmail.com
6774,https://www.ledormantastique.fr,ledormantastique@gmail.com
6399,,dac@ville-epernay.fr
4528,,aguzzanna@gmail.com
3794,,laurent.couesnon@gmail.com
3039,https://www.artetjazzdansmacour.fr,
4975,https://www.moissonsrock.org,progmoissonsrock@orange.fr
4573,,ot.montmirail51@orange.fr
6076,https://www.facebook.com/events/687941388213851/,info@muizon-spectacles.com
2284,https://FARAWAYFESTIVAL.EU,hello@farawayfestival.eu
2426,http://festivalagape.org/,phaniegueydan@yahoo.fr
2595,https://www.reims.fr/culture-patrimoine/festival-et-evenements/ateliers-dartistes-2020-7482.html,elsa.bezaury@reims.fr
2596,https://www.manege-reims.eu,info@manege-reims.eu
2731,,secretaireexaequo@gmail.com
2813,https://www.charabiafestival.com/,info@cartonnerie.fr
3393,http://www.asso-trac.fr/,contact@reims-bd.fr
3540,,thibaud@velours-prod.com
3541,http://www.saintex-reims.com/2021/03/expocollective18/,infos@saintex-reims.com
4058,https://www.facebook.com/Japanime-Reims-102823874529750/,japanimereims@gmail.com
4435,,infos@lefacteurtheatre.com
4604,,f.clamart@lacomediedereims.fr
4905,,contact@interbibly.fr
4982,,contact.velours@gmail.com
5133,https://www.flaneriesreims.com,info@flaneriesreims.com
5482,https://www.lejardinparallele.fr,contact@lejardinparallele.fr
5483,,contact@laboratoire-choregraphique.fr
5653,https://www.festival-jonglissimo.fr,jonglissimo.trac@free.fr
5823,https://www.clin-doeil.eu,contact@clin-doeil.eu
5896,https://www.sunnyside.fr,contact@jazzus.fr
6301,https://www.interbibly.fr,contact@interbibly.fr
6675,http://www.festival-jonglissimo.fr/,jonglissimo.trac@free.fr
6853,https://cesare-cncm.com/,contact@cesare.fr
7027,,contact@jolivettes.fr
7072,,info@lamagnifiquesociety.com
7073,https://www.nova-villa.com/festival/melimome-2021,c.bazin@nova-villa.com
2435,https://www.LaTeteDansLeFion.fr,festivalltdlf@gmail.com
5168,,mairie.sermiers@wanadoo.fr
7049,https://www.festivalsezanne.fr,festivalsezanne@yahoo.fr
7051,https://www.abbayedureclus.fr/,lafollecavale@gmail.com
2988,https://www.danslalune.org/,contact@danslalune.org
5533,,info@bords2scenes.fr
5879,http://bdvitrylefrancois.over-blog.com/,christophe.herveux@wanadoo.fr
6897,,
3438,,t.rachon@escal-witry.fr
3626,https://www.salondulivrechaumont.fr,contact@salondulivrechaumont.fr
4327,,contact@cndg.fr
1655,https://ChiFouMi-festival.com,contact@chifoumi-festival.com
4754,,anarts.chroniques@yahoo.fr
3807,,contact@outchfest.fr
4546,https://www.tintamars.com,association.tintamars@gmail.com
4755,,philippe.chanclu@wanadoo.fr
5252,,festival@objectifs-en-lumiere.com
6799,,forumdiderotlangres@gmail.com
6965,http://cie.hallebardiers.free.fr,resahallebardiers@free.fr
6607,https://www.photo-montier.org,contact@photo-montier.org
6643,,jfmjvh@orange.fr
6460,https://www.festival-bernard-dimey.fr,festival.bernard.dimey@orange.fr
3906,https://www.saint-dizier.fr,com@mairie-saintdizier
6155,https://www.les3scenes.saint-dizier.fr/festivals/festival-eclectik-rock.html,cthiercelet@mairie-saintdizier.fr
1909,https://www.chienaplumes.fr,chienaplumes@wanadoo.fr
2008,,gaetan.bihel@gmail.com
5552,https://Theatreamateurmayenne.org,theatreamateur53@gmail.com
6345,,contact@terraincognita.me . info@terraincognita.me
403,https://www.diverscenes.fr,diverscenes@gmail.com
3624,,accueil@lerabelais.org
5219,https://www.paysdumome.com/editions-precedentes,
4366,,rastaducoeur53@gmail.com
2883,https://www.vandbfest.fr,d.jahier@vandb.fr
3304,http://bluesinhautanjou.com/,ahcene.metiba@gmail.com
4508,,confluencesmusicales.asso@gmail.com
4710,,bdchateaugontier@gmail.com
7113,,benjamin.venck@chateaugontier.fr
5575,https://www.facebook.com/lanouilledanslebocage,lanouilledanslebocage@gmail.com
606,https://www.lesembuscades.fr,info@lesembuscades.fr
5224,,l.mejean@hotmail.com>
5577,,boutsdeficellesproductions@gmail.com
6401,https://www.festival-arts-sacres.com,ederceville@coevrons.fr
6623,,lesepouvantails53@gmail.com
6731,,festival.harmonica.ampoigne@orange.fr
517,https://www.lesentrelaces.com,prog.entrelaces@gmail.com
297,http://www.lesrefletsducinema.com/,imad.makhzoum@atmospheres53.org
359,https://www.nuitsdelamayenne.com,contact@mayenneculture.fr
397,https://cineligue.wordpress.com,k.raymond@free.fr
543,https://www.agglo-laval.fr,paul-andre.lemoigne@laval.fr
1016,,jguez@laval-virtual.org
1362,,lavalj2k@gmail.com
1457,,stephane.grimbert@le-carre.org
1595,https://www.lecture-en-tete.fr,lecture-en-tete2@orange.fr
1944,https://Www.les3elephants.com,yann@6par4.com
2375,,alpl.lyrique@gmail.com
3174,https://www.6par4.com,yann@6par4.com
6615,https://www.lechainon.fr,administration@lechainon.fr
6800,,jazzognons@laposte.net
6966,https://www.atmospheres53.org,imad.makhzoum@atmospheres53.org
5259,,rochesevents@gmail.com
368,https://www.croqlesmotsmarmot.org,melissa.rouzier@mayennecommunaute.fr
2562,,lisa@aufoindelarue.com
3351,,duvaljean@gmail.com
5911,,steven@tribufamilia.fr
144,https://www.festivaljazz-meslay.com,j.seguin@paysmeslaygrez.fr
546,https://ensemblecaravage.com,le.caravage.passe@gmail.com
6276,,"vanillegoudron@gmail.com, contact@association-octopus.net,"
6133,,lisa@aufoindelarue.com
2450,http://www.mouillotins.fr,mouillotins@gmail.com
2956,https://mouillotins.fr/festival/,mouillotins@gmail.com
4287,,programmation@loriolet.com
6891,https://www.loriolet.com/,billeterie@loriolet.com
2629,,mairie.angomont@nerim.net
2634,https://seilledecrime.fr/,contact@seilledecrime.fr. icerutti@laposte.net
6187,,associationacvl@gmail.com
3130,,communication@ville-briey.fr
2870,https://feuauxplanches.jimdo.com/,foyer.choloy@gmail.com
2207,,trashxylo@gmail.com
6222,,contact@villagedulivre54.fr
5237,https://www.festivaldefroville.com/,contact@festivaldefroville.com
6593,https://www.levillageabascule.fr,levillageabascule@gmail.com
6126,https://www.galerie-tem.fr/,tem.expo@free.fr
2529,,p.mazzola@wanadoo.fr
5721,https://poema.fr,infos-resa@poema.fr
5431,,culture@laxou.fr
6592,http://www.rnr-train.fr/,v.tod54@gmail.com
6626,,robrou54@aol.com
7070,https://www.mairie-longwy.fr,
3817,https://www.facebook.com/equiartconcept,rencontresequestres@hotmail.fr
5909,https://festival-lapalette.weebly.com/,metsleson@gmail.com (ou facebook)
2561,http://www.mairie-maxeville.fr/,contact@mairie-maxeville.fr
5459,,humbertch@west-telecom.com associationjust@gmail.com
6991,,l-guingrich@pays-colombey-sudtoulois.fr
816,,gaetan.belhenniche@ligue54.org
1210,,fruitsduhas@wanadoo.fr
2569,https://lelivresurlaplace.nancy.fr,mp.julien@mairie-nancy>.fr
2704,http://www.mjc-desforges.com/fr/concours-d-affiches.html,klapklap@mjc-desforges.com
2862,,contact@asso-monolithe.fr
3202,https://improfestival.com/,info@improfestival.com
3834,,"francisalbiero@aol.com, cieflex@outlook.com"
4401,,billetteriemichto@gmail.com
4442,https://lautrecanalnancy.fr/,comweb@lautrecanalnancy.fr
4580,,asso6weac@gmail.com
4581,,biennale@free.fr
4786,http://chaudlesmarrons.over-blog.org/,lesproductionsdelenclume@gmail.com
4787,https://www.fifnl.com,contact@fifnl.com
5288,https://fb.me/e/1GOlglCQa,donké54@gmail.com
5289,https://www.offkultur.com,offkultur@gmail.com
5290,https://lenferfestival.blogspot.com,mllesophielecuyer@gmail.com
5462,https://www.nancyphonies.com/,invitation@nancyphonies.net
5463,,galerielillebonne@wanadoo.fr
5801,,direction@theatre-manufacture.fr
6271,https://www.nancyjazzpulsations.com,contact@nancyjazzpulsations.com
6272,,festival-choral@orange.fr
6454,,innovation.nancy.curieux@gmail.com
6455,https://www.lebazardier.com,lebazardier@gmail.com
6826,,fufuprod54@gmail.com
6994,,vincent.verle@opn-space.com
3683,,jean.goepfer@sfr.fr
1181,https://www.facebook.com/celtinlor,thierry.ricci@orange.fr
3046,,associnellipse@gmail.com
4600,https://www.ville-pont-a-mousson.fr,mairie@ville-pont-a-mousson.fr
5307,https://meec.org,festivaldelamousson@gmail.com
7179,http://www.ville-pont-a-mousson.fr/,mairie@ville-pont-a-mousson.fr
4459,,accueil@mairie-seichamps.fr
2607,,contact.sourdmetrage@free.fr
5686,,ville.projet@mairie-tomblaine.fr
2613,,festival.bach@mairie-toul.fr
2614,,contact@totacompania.fr
5998,https://www.jardin-du-michel.fr,info@jardin-du-michel.fr
3583,,jtsanon@wanadoo.fr
6526,,vandoeuvre@fr
7058,https://www.centremalraux.com,billetteroe@centremalraux.com
3262,https://www.assodugrenierdeshalles.fr,grenierdeshalles.vezelise@orange.fr
3433,https://festival-villerupt.com,organisation@festival-villerupt.com
5189,https://villesuryron.fr,cameradeshamps@free.fr
3454,http://cimbarleduc.over-blog.com,contactacdim@gmail.com
5712,http://www.festivalrenaissances.fr/,renaissances@barleduc.fr
6740,,prog.bereal@outlook.fr
6914,,prog.bereal@outlook.fr
7159,https://www.wattsabar.fr,prog.bereal@outlook.fr
2046,,f.morlet@laposte.net
2508,https://www.festival-bords-de-scene.com,compagnie.mavra@gmail.com
4518,http://anesartgonne.free.fr/crbst_12.html,anesartgonne@free.fr
4909,http://anesartgonne.free.fr/,anesartgonne@free.fr
3322,,dlocal@codecomfresnes.com
4733,https://vudunoeuf.com/,info@vudunoeuf.asso.fr
5418,,marc.bedouelle@orange.fr
6574,https://www.fetemusicaledelaforet.fr,marc.bedouelle@orange.fr
5776,,contact@bar-bars.com
3513,https://sur-saulx.jimdofree.com/,sur.saulx@gmail.com
2584,,marueprendlaire@laposte.net
1539,,contact@reseaugrandciel.com
3887,,
4984,http://www.contrecourantmjc.fr/festivals/musiques-terrasses/le-festival/,communication@contrecourantmjc.fr
5184,http://www.contrecourantmjc.fr/festivals/la-cafetiere-festival-sans-filtre-2/,communication@contrecourantmjc.fr
5873,https://ingloriousfestival.com,a.guerdin@adapei-meuse.fr
4654,https://musiqueauxmirabelles.fr/,musiqueauxmirabelles@gmail.com
3440,,contact@clacallaire.org
3942,https://www.facebook.com/associationshakehouse,shake.house@laposte.net
5696,,bouille2mome@yahoo.fr
1851,https://www.musicalesdugolfe.com,direction@musicalesdugolfe.com
3600,https://www.alguesaurythme.com,bureau.aa@gmail.com
6180,,bahianaises@gmail.com
3450,https://timbrefm.fr,timbrefm@gmail.com
4302,https://www.klam-records.net/aperos-klam,contact@klam-records.com
4675,https://www.auray.fr,courrier.mairie@ville-auray.fr
4676,,confederation@kenleur.fr
5374,,contact@lesnuitssoniques.com
5026,,info@contesbaden.com
6913,https://www.belleilemusique.com,bertrand.beau@outlook.fr
2021,https://www.facebook.com/assolavachefolle,associationlavachefolel@orange.fr
5376,,associationlavachefolle@orange.fr
2336,,zicobourg@gmail.com
2030,,tapettefest@gmail.com
2031,https://www.facebook.com/orguecarnac,orgue.carnac@baroque.bzh
2648,,contact@terraque.fr
3620,,jyleminez@wanadoo.fr
5220,https://en-arwen.com,en-arwen@wanadoo.fr
5743,,administration@centre-arthurien-broceliande.com
6388,https://www.cpie-broceliande.fr,"la-soett@wanadoo,fr"
6389,,administration@centre-arthurien-broceliande.com
2049,,festival.damgan@gmail.com
6775,,mediatheque@elven.fr
5597,https://www.festivalphoto-lagacilly.com/,contact@festivalphoto-lagacilly.com
6235,https://www.facebook.com/Festival-Des-Arts-de-la-Rue-En-Bas-De-Chez-Vous-La-Gacilly-201038359941121,association.artere@gmail.com
2221,https://www.musiqueagroix.com/,contact@musiqueagroix.fr
4530,http://www.filminsulaire.com/,festival@filminsulaire.com
5758,http://capprm.ovh,cap.prm@orange.fr
2222,,contact@f-sc.org
3652,https://www.lestran.net,direction@lestran.net
3793,https://lespierresparlent.info,doranavel@orange.fr
4357,,festival@fondationspolignac.com
5589,,joelbienvenu@neuf.fr
6165,https://lestran.net/programmation/le-festival/,surfskatefestival@lestran.net
3996,,contact@trio-s.fr
3326,https://www.lesinsulaires.com,contact@lesinsulaires.com
5591,,sylvainyves@gmail.comsdefilms@gmail.com
6415,https://www.trio-s.fr,direction.saison@trio-s.fr
3796,,festival@combat.bzh
4178,,contact@adec56.org
4180,https://WWW.lespiedsdanslavase.fr,contact@lespiedsdanslavase.fr
3804,https://www.cie-eskemm.fr,contact@eskemm.fr
6964,https://quai9.bzh/,quai9@ville-lanester.fr
3805,,direction@lagrandeboutique.fr
3806,https://www.leplancher.com,leplancher@leplancher.com
5602,,larmorcuivres@gmail.com
1821,,valdenblaise@gmail.com
2246,,robertdorian9@gmail.com
4019,https://www.escalesphotos.fr,adjoints@locmariaquer.fr
3813,,bluesenrade.contact@gmail.com
5612,,festivalbeltan@gmail.com
2247,,trophee.ronsedmor@gmail.com
2084,http://hopnjazz.com/,hopnjazz@gmail.com
2085,https://www.galerielelieu.com,contact@galerielelieu.com
2382,https://www.laligue-morbihan.org,elemenach@ligue56.fr
3022,,bonjour@hydrophone.fr
4382,https://www.pecheursdumonde.org,festivalpecheursdumonde@gmail.com
4765,,emglev@ebo.bzh
4766,,communication@theatredelorient.fr
4767,https://lesartdineries.wordpress.com/,lesartdineries@gmail.com
5440,,
6628,,jaivuundocumentaire@gmail.com
6975,https://www.lorient.bzh,nmellouk@mairie-lorient.fr
4793,https://www.aupontdurock.com,com@aupontdurock.com
5908,https://festival-malguenac.fr/,asso.polyculture@orange.fr
5279,http://studiolerocher.fr/,contact@studiolerocher.fr
2703,,vieuxcouvent@muzillac.fr
4225,https://www.muzillac.fr,vieuxcouvent@muzillac.fr
3097,https://belleileonair.org,belle.ile.on.air@gmail.com
4379,https://www.facebook.com/festivalmysteresdelouest/,assomysteresdelouest@hotmail.fr
4757,,contact@belleileenjazz.com
5033,https://lyrique-belle-ile.com/,contact@lyrique-belle-ile.com
6469,,contact.lesnuitsvilaines@gmail.com
3377,,culturepeillac@wanadoo.fr
4239,https://www.culturepeillac.fr,culturepeillac@wanadoo.fr
4593,https://www.roue-waroch.fr,"petraneue@orange,fr"
4424,,fiskalbazarts@gmail.com
3858,https://www.chant-eucalyptus.com,contact@chant-eucalyptus.com
3382,,
5126,,aussi.hapax@gmail.com
7018,https://www.tidouaralre.com,
2118,https://www.kanarbobl.org,cecile.goualle@orange.fr
3386,,biennale-histoire@ville-pontivy.fr
5650,https://www.artchapelles.com,accueil@artchapelles.com
6475,,presse@bretagne.bzh
6845,,contact@lesartsouillessouvrent.fr
5007,https://www.pont-scorff.fr,dga@pontscorff.bzh
5820,,contact@ligne-de-legende.net
5993,,bermanarber@wanadoo.fr
4428,https://www.ville-portlouis.fr,serviceculturel.portlouis@wanadoo.fr
6674,,troueespoetiques@yahoo.com
5129,https://www.questembert-communaute.fr,festimomes@qc.bzh
6849,,contact@mediatheque-questembert.fr
3391,,festyvesarts@gmail.com
3537,http://www.lesmusicalesdequiberon.fr/index.html,musicalesquiberon@free.fr
4244,https://www.librairiesdeportmaria.fr,librairieportmaria@wanadoo.fr
3497,,
5248,https://www.vilaineenfete.fr,contact@vilaineenfete.fr
5659,https://www.finanbulle.fr,contact@finanbulle.fr
6313,https://www.festivalpromnonsnous.fr/,ledome@saint-ave.fr
5847,,fpaboeuf@gmail.com
5849,,mots-zik56@hotmail.fr
2825,https://stnolff.festival-fetedubruit.com/,communication@regie-scene.com
5343,https://www.tifermbellevue.bzh/,gwellan.zo@gmail.com
5973,https://lapartbelle.bzh,contact@lapartbelle.bzh
7046,https://www.golfedumorbihan-vannesagglomeration.bzh/festivalplagesdedanse,lhermine@gmvagglo.bzh
4845,,contact@festivalsousleau.com
3422,https://www.clownhorspiste.fr,contact@clownhorspiste.fr
5864,,administration@lacimenterie.net
5180,,infranomade@gmail.com
2616,https://www.festivaljazzenville.fr/,pole.animation@mairie-vannes.fr
2769,https://www.noznroll.org,info@noznroll.org
3584,https://www.cinecran.org,contact@cinecran.org
4105,https://www.mairie-vannes.fr/vannesdecouverte/grands-rendez-vous/fetes-historiques-2021/,contact.evenementiel@mairie-vannes.fr
4291,,contact@semainedugolfe.com
4689,https://www.leshivernalesdujazz.com/,lhermine@gmvagglo.bzh
4996,,contact@scenesdugolfe.com
6347,,
6348,https://www.vannesphotosfestival.fr,contact.evenementiel@mairie-vannes.fr
6715,,cdf.vannes@orange.fr
6893,,
7059,https://www.livreavannes.fr/,contact.evenementiel@mairie-vannes.fr
2602,https://www.academie-musique-arts-sacres.fr,accueil@admas.fr
5150,,communicationgalettesdumonde@gmail.com
5015,,elisalec@hotmail.com
6542,http://www.festivalminesenchoeurs.com/,mlebrun5@orange.fr
2024,https://www.festival-euroclassic.eu,association.cassin@hotmail.com
5384,,contact@cchpb.net
5039,http://www.theatredenihilonihil.com/theatredenihilonihil.com/La_compagnie_%21.html,theatre.de.nihilo.nihil@wanadoo.fr
892,,benoitpouplier@gmail.com
3985,https://mediatheque.ccw@gmail.com,c.simon@ccwarndt.fr
6404,,mahjouba.galfout@laliguefol57.org
6779,https://www.festival-fenetrange.org,fest.fenetrange@gmail.com
2063,https://www.festival-perspectives.de,info@festival-perspectives.de
5755,https://www.loostik.eu,info@loostik.eu
6781,https://festivalprimeurs.eu,info@carreau-forbach.com
5361,https://festivaldevic.fr/,corbeilstephane@hotmail.fr
5029,,mediatheque@basse-ham.fr
2366,https://www.institut-gouvy.fr,institut.gouvy@wanadoo.fr
6260,,marelle@theatredest.org
3098,https://Www.marlyjazzfestival.com,patrice.winzenrieth@gmail.com
3509,,jean.pauline9@yahoo.fr
2091,https://www.mtb-mecleuves-terre-de-blues.com,vannesson.jeanmarie@neuf.fr
4773,https://www.halle-verriere.fr,cadhame@halle-verriere.fr
3187,http://www.laligue57.org/,pauline.matelic@laliguefol57.org
3353,,contact@lelivreametz.com
3676,,laurence.aisene@gmail.com
4217,https://www.passages-transfestival.fr/,info@passages-transfestival.fr
4392,https://www.biennale-koltes.fr,quai.est.koltes@cojfa.net richard.bance@wanadoo.fr
5105,https://www.festivalhophophop.com/,contact@deracinemoa.eu
5106,,contact@boutdessais.fr
5274,http://fifam.laligue57.org/,pauline.matelic@laliguefol57.org
5275,,contact@jecjlorraine.fr
6018,,theo@zikamine.com
6439,,charlotte@festival-subversif.com
4572,,mairie@montigny-les-metz.fr
6087,http://www.lesnuitsdeole.fr/,loisirs.et.culture@free.fr
3832,https://www.fabriqueautonome.org,com@fabriqueautonome.org
1965,https://www.couarail-norroy.fr/,asd@couarail-norroy.fr
5817,,kocherdany@gmail.com
6328,https://www.sarreguemines.fr,culture@mairie-sarreguemines.fr
6520,https://la-ville-au-loin.fr/2021/02/17/festival-hommes-et-usines-a-talanges/,gerard.lavandier@mairie-talange.fr
7182,,contact@le-112.com
4462,https://jazzpote.com,jazzpote@hotmail.com
5685,,scenesaubar@gmail.com
6712,https://www.hf-u4.com,contact@hf-u4.com
4469,,musiquesenmoselle@gmail.com
763,https://www.facebook.com/profile.php?id=100027999446859,nittachowa@orange.fr
5535,https://www.facebook.com/profile.php?id=100027999446859,nittachowa@orange.fr
4475,,e.wolf@mairie-woippy.fr
5024,https://www.festivalcheminsdesarts.com,info@espace-des-arts.com
6548,,lesnuitsmusicalesdebazoches@orange.fr
1473,https://www.operavoyageur.fr,operavoyageur@gmail.com
5212,https://labrassee.org/,labrassee@free.fr
943,https://www.lespetitesreveries.com,contact@espetitesreveries.com
6604,,
795,https://Www.bluesenloire.com,production@bluesenloire.com
1820,,
5245,https://www.format-raisins.fr,
6605,https://www.citedumot.fr,info@citedumot.fr
294,,morvanfestirencontres@outlook.com
512,,jerome.frilley@allianz.fr
1033,,clamecywittmer@wanadoo.fr
3306,,contact@mairie-clamecy.fr
974,https://www.latransverse.com,coordination@latransverse.com
1543,https://fetesmusicalesdecorbigny.eu,setre.jeanpaul@gmail.com
4516,https://www.alentours-reveurs.com/la-ruche-en-mouvement/jours-de-danses/,contact@alentours-reveurs.com
339,,le.garage.theatre@gmail.com
811,https://mediatheques-coeurdeloire.bibenligne.fr/festival-a-bout-de-courts,mediatheques@coeurdeloire.fr
2664,,traitdunion58@orange.fr
3984,,mediatheques@coeurdeloire.fr
6943,http://www.traitdunion58.fr,traitdunion58@orange.fr
514,https://www.ville-decize.fr,mairiedecize@wanadoo.fr
976,https://www.ville-decize.fr,mairiedecize@wanadoo.fr
3312,,nouvellesdecize@gmail.com
2065,https://www.ville-fourchambault.fr/,siloe.mialon@mairie-fourchambault.fr
1594,https://www.larochemillayjazzfestival.fr,cj.godon@gmail.com
254,,
422,https://www.operavoyageur.fr,marieburroni17@gmail.com
866,,jeromemorvan@hotmail.fr
3814,https://www.facebook.com/lormesfestivalc,festivaldelormesc@gmail.com
493,http://www.feteduviolon.com/,cordesenfolie@wanadoo.fr
6809,https://fetedelaccordeon.com/,fetedelaccordeonluzy@gmail.com
6978,,luzyvillagedufutur@gmail.com
843,,bordsdemhere@gmail.com
2968,https://www.leventsurlarbre.fr,vsabilletterie@gmail.com
6139,,
174,,leslivreurs@leslivreurs.com
2262,https://www.nannay.fr,conviviales.nannay@wanadoo.fr
6653,,barricades.mysterieuses@orange.fr
370,,dom.laroche@sfr.fr
1098,,
1623,https://www.zaccros.org,zaccrosdmarue@wanadoo.fr
1767,https://www.aucharbon.org/festival-nevers-a-vif/,cafecharbon@aucharbon.org
4903,https://www.djazznevers.com,contact@djazznevers.com
6655,https://www.tandemnevers.fr,contact@tandemnevers.fr
2269,https://www.sceniquanon.com,direction@sceniquanon.com
602,,theatre.accalmie@gmail.com
3881,,stephane.villain@sfr.fr
5359,,rockenplaine@gmail.com
703,https://www.villeneuvedascq.fr/agenda/1052/evenement/20814431/festival-de-magie-fantascq/,
1288,https://www.lillemetropole.fr/votre-quotidien/sortir/grands-evenements/north-summer-festival/,
3431,http://www.scienceenlivre.org,jeanclaude@scienceenlivre.org
1540,https://www.cuivresennord.com/,cuivres.en.nord@gmail.com
2325,,
74,http://www.armentieres.fr/mediatheque/,eberteloot@ville-armentieres.fr
1357,https://www.lesnuitssecretes.com,martial@lesnuitssecretes.com
1296,https://www.ennordbeat.fr/,com.ennordbeat@gmail.com
777,https://humour-en-weppes.webnode.fr/,
3607,https://www.salondulivrebondues.fr,salondulivre@mairie-bondues.fr
380,http://betizfest.info/,yannick@betizfest.org
884,,capnord1@orange.fr
3617,,lesmusicales-cambrai@orange.fr
172,,
2201,https://www.embaroquement.com,directeur@harmoniasacra.com
17,,brouillonsculture@wanadoo.fr
183,https://www.festivaldesbinbins.fr,aquiquempois@ville-douai.fr
2667,https://www.figra.fr,alexandra.figra@gmail.com
3314,,contact@pleinairfestival.fr
5578,https://www.facebook.com/events/1015457511930375/,accueil@tandem.email
813,,douchy.culture@gmail.com
1073,http://www.imaginaire-douchy.fr/,douchy.culture@gmail.com
486,https://www.lebateaufeu.com,lrogeau@lebateaufeu.com
569,http://littoerales.wordpress.com,les.littoerales@gmail.com
715,https://lechateaucoquelle.fr,spectacle.vivant@lechateaucoquelle.fr
1089,https://4ecluses.com,peggy@4ecluses.com
1292,https://www.labonneaventurefestival.com/,infos@labonneaventurefestival.com
1352,https://www.labonneaventurefestival.com,martial@lesnuitssecretes.com
3150,https://www.francetvinfo.fr/culture/arts-expos/street-art/le-festival-graffiti-jam-signe-son-retour-avec-une-fresque-geante-signee-par-une-quinzaine-d-artistes-bretons_5073604.html,
3315,https://www.culture.gouv.fr/Regions/Drac-Hauts-de-France/Actualites/Gigantisme-Art-et-Industrie,c.desmurs@fracgrandlarge-hdf.fr
6556,https://4ecluses.com,peggy@4ecluses.com
2542,https://www.lachambredeau.fr,ccoulon@lachambredeau.com
6590,https://www.facebook.com/FeronArts/,
6030,https://www.capescaut.com/,festivaldumelange@gmail.com
1691,https://www.baycarbluesfestival.fr/,contact@baycarbluesfestival.fr
744,https://www.centreandremalraux.com,b.daguenetmalraux@gmail.com
840,https://www.centreandremalraux.com,b.daguenet@centreandremalraux.com
3160,https://www.facebook.com/HazebrouckVilleOuverte/,laurence@csehazebrouck.fr
3653,,
6953,https://www.csehazebrouck.fr/agenda/les-beaux-dimanches-du-mont-noir/,laurence@csehazebrouck.fr
282,http://www.bellesbretelles.com/contact/,
4544,https://www.collectif-parasites.com,francois@collectif-parasites.com
5777,,oliviercoulon@free.fr
92,https://www.escalesdeslettres.com,escalesdeslettres@wanadoo.fr
118,https://lespinatas.com,les.pinatas@gmail.com
157,https://www.jardinelectronique.com/,
158,,espiers@on-lille.com
421,,hellofreaks@central43festival.fr
433,,
545,https://www.clefdesoleil.com/,emilia.simandy@gmail.com
573,https://www.theatre-massenet.com/,administration@theatre-massenet.com
618,,tourdechauffe.nord@gmail.com
722,,administration@prisedirecte-festival.fr
921,https://www.facebook.com/pzzle.festival/,nicolas.concerts@gmail.com
931,https://www.flonflons.eu,administration@flonflons.eu
951,https://asuivre.lillemetropole.fr/,cvoogt@lillemetropole.fr
1207,http://www.machinesauvage.com/lillevjfest/,contact@machinesauvage.com
1253,https://www.dunpayslautre.org,contactlacontreallee@gmail.com
1257,https://nextfestival.eu/fr,lacomdelarose@gmail.com
1312,https://flow.lille.fr/,flow@mairie-lille.fr
1330,https://www.lenamefestival.com,sabine@artpointm.com
1354,http://www.fete-cinema-animation.fr/,contact@afca.asso.fr
1441,,marianne.guillon@seriesmania.com
1442,http://www.leperenoelestilunrocker.com/,contact@pernorock.com
1510,https://libr-aire.fr,libraire.hautsdefrance@gmail.com
1516,https://www.collectif-renart.com,collectif.renart@gmail.com
1544,https://www.citephilo.org,
1558,http://www.ciearttrack.com/,communication@ciearttrack.com
1573,https://libr-aire.fr,libraire.hautsdefrance@gmail.com
1597,,contact@associationdesediteurs.com
1624,https://www.lesparadisartificiels.fr/,
1671,https://www.videomappingfestival.com/,antoine@rencontres-audiovisuelles.org
1680,https://www.latitudescontemporaines.com,louise@latitudescontemporaines.com
1695,https://www.lesinrocks.com/tag/les-inrocks-festival/,lesinrocks@gmail.com
1717,http://www.fivestival.org/,contact@nasdac.fr
1740,,
1741,https://www.transphotographiques.com/,contact@maisonphoto.com
2243,,
